record_id,date,year_be,month,season,station_id,station_type,tambon,pH,temp_c,EC_uS_cm,DO_mg_L,BOD_mg_L,COD_mg_L,NH3_mg_L,NO3_mg_L,TP_mg_L,TCB_MPN_100mL,FCB_MPN_100mL,WQI_al_score,WQI_al_class
130,2025-12-29,2568,12,ฤดูแล้ง,NHK09,หนองหาร (Lake),เหล่าปอแดง,7.38,26.6,234.0,6.79,2.44,14.3,0.178,0.633,0.763,3166,1729,83.2,A (ดีมาก)
131,2025-05-25,2568,5,ฤดูแล้ง,NHK08,หนองหาร (Lake),นาตงวัฒนา,6.67,29.8,308.0,5.09,1.25,17.4,0.126,0.854,0.28,3907,1979,77.6,B (ดี)
132,2025-06-25,2568,6,ฤดูฝน,NHK08,หนองหาร (Lake),นาตงวัฒนา,6.92,32.5,225.0,8.46,0.92,8.1,0.01,1.432,0.349,5068,3038,91.0,A (ดีมาก)
133,2025-12-06,2568,12,ฤดูแล้ง,NHK06,หนองหาร (Lake),บ้านแป้น,6.99,27.2,241.0,6.76,2.15,4.0,0.267,0.733,0.231,7757,3941,84.9,A (ดีมาก)
134,2025-04-02,2568,4,ฤดูแล้ง,NHK03,หนองหาร (Lake),ฮางโฮง,7.76,28.5,208.0,7.82,0.94,5.1,0.208,1.234,0.488,5959,2629,87.0,A (ดีมาก)
135,2025-04-10,2568,4,ฤดูแล้ง,NHK06,หนองหาร (Lake),บ้านแป้น,6.81,27.8,165.0,6.57,0.3,5.9,0.327,1.847,0.197,5985,2606,80.2,A (ดีมาก)
136,2025-10-16,2568,10,ฤดูฝน,NHK02,หนองหาร (Lake),ธาตุนาเวง,7.15,27.5,286.0,5.89,3.38,10.1,1.036,2.068,1.684,35765,19495,64.9,B (ดี)
137,2025-02-22,2568,2,ฤดูแล้ง,NHK08,หนองหาร (Lake),นาตงวัฒนา,7.55,25.9,261.0,7.21,1.84,19.2,0.23,0.9,0.206,2456,854,86.7,A (ดีมาก)
138,2024-03-05,2567,3,ฤดูแล้ง,NHK04,หนองหาร (Lake),เชียงเครือ,6.94,26.3,220.0,5.95,1.99,4.0,0.18,0.893,0.233,2236,1083,81.3,A (ดีมาก)
139,2025-01-28,2568,1,ฤดูแล้ง,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,6.61,26.3,334.0,3.28,7.58,43.6,1.632,3.598,2.459,80001,24186,41.0,C (พอใช้)
140,2025-01-11,2568,1,ฤดูแล้ง,NHK09,หนองหาร (Lake),เหล่าปอแดง,7.37,25.0,201.0,7.42,1.73,4.0,0.253,1.384,0.361,1568,836,85.1,A (ดีมาก)
141,2024-04-16,2567,4,ฤดูแล้ง,NHK09,หนองหาร (Lake),เหล่าปอแดง,7.11,27.6,187.0,5.79,2.05,13.8,0.123,0.782,0.29,1687,969,81.0,A (ดีมาก)
142,2024-12-11,2567,12,ฤดูแล้ง,BNH02,ลำห้วย (Tributary),เชียงเครือ,6.66,25.6,221.0,6.36,3.37,17.2,0.702,2.192,1.48,8776,3062,69.6,B (ดี)
143,2024-06-26,2567,6,ฤดูฝน,NHK01,หนองหาร (Lake),เมืองสกลนคร,7.08,32.2,148.0,7.86,0.3,4.0,0.201,0.896,0.154,2660,1172,90.0,A (ดีมาก)
144,2025-03-27,2568,3,ฤดูแล้ง,NHK09,หนองหาร (Lake),เหล่าปอแดง,7.2,25.6,235.0,7.19,1.68,9.1,0.326,0.737,0.177,3372,1439,86.7,A (ดีมาก)
145,2025-06-14,2568,6,ฤดูฝน,BNH03,ลำห้วย (Tributary),ท่าแร่,7.12,31.2,403.0,3.57,4.64,26.1,1.37,3.497,2.585,22014,13119,43.5,C (พอใช้)
146,2024-04-02,2567,4,ฤดูแล้ง,NHK08,หนองหาร (Lake),นาตงวัฒนา,6.82,26.9,213.0,7.11,0.92,10.3,0.15,0.606,0.258,6092,1645,87.4,A (ดีมาก)
147,2024-02-09,2567,2,ฤดูแล้ง,BNH03,ลำห้วย (Tributary),ท่าแร่,6.84,22.0,377.0,2.23,6.46,31.6,1.703,3.113,2.243,40522,18725,38.6,D (เสื่อมโทรม)
148,2024-03-03,2567,3,ฤดูแล้ง,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,7.59,24.8,390.0,3.08,5.84,13.7,1.638,5.13,2.16,80854,39136,36.4,D (เสื่อมโทรม)
149,2024-11-17,2567,11,ฤดูแล้ง,NHK02,หนองหาร (Lake),ธาตุนาเวง,7.21,24.9,292.0,4.82,2.58,10.5,1.005,1.979,1.337,22433,8079,62.4,B (ดี)
150,2024-10-04,2567,10,ฤดูฝน,NHK03,หนองหาร (Lake),ฮางโฮง,6.82,29.7,198.0,6.95,1.0,4.0,0.251,0.608,0.445,4635,2742,85.2,A (ดีมาก)
151,2025-02-11,2568,2,ฤดูแล้ง,BNH07,ลำห้วย (Tributary),งิ้วด่อน,7.18,26.7,326.0,5.22,4.11,11.7,0.868,1.99,1.299,6276,1378,65.1,B (ดี)
152,2025-12-24,2568,12,ฤดูแล้ง,BNH03,ลำห้วย (Tributary),ท่าแร่,6.56,25.8,366.0,3.62,7.49,28.6,1.74,3.109,2.489,8542,2594,43.3,C (พอใช้)
153,2025-03-08,2568,3,ฤดูแล้ง,NHK02,หนองหาร (Lake),ธาตุนาเวง,6.76,23.9,346.0,4.06,3.05,16.7,1.145,2.221,1.333,13479,5357,57.4,C (พอใช้)
154,2025-05-13,2568,5,ฤดูแล้ง,NHK04,หนองหาร (Lake),เชียงเครือ,7.7,27.3,236.0,7.52,2.42,19.3,0.108,0.835,0.15,3311,1796,89.3,A (ดีมาก)
155,2024-09-12,2567,9,ฤดูฝน,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,7.05,30.3,367.0,3.65,6.46,36.3,1.501,3.62,2.906,97405,37473,41.1,C (พอใช้)
156,2025-03-13,2568,3,ฤดูแล้ง,BNH07,ลำห้วย (Tributary),งิ้วด่อน,7.02,27.4,321.0,4.85,4.11,22.0,0.614,2.248,1.122,8841,4610,64.9,B (ดี)
157,2024-01-23,2567,1,ฤดูแล้ง,BNH05,ลำห้วย (Tributary),ม่วงลาย,7.07,23.0,333.0,5.94,2.52,7.1,0.659,1.912,1.14,21783,8574,70.6,B (ดี)
158,2024-09-27,2567,9,ฤดูฝน,NHK01,หนองหาร (Lake),เมืองสกลนคร,7.39,28.8,225.0,7.81,0.3,4.0,0.01,1.586,0.944,3386,1792,84.7,A (ดีมาก)
159,2024-04-23,2567,4,ฤดูแล้ง,BNH02,ลำห้วย (Tributary),เชียงเครือ,7.8,27.1,319.0,5.15,4.15,10.4,0.659,2.072,1.106,10849,3837,66.7,B (ดี)
160,2024-07-15,2567,7,ฤดูฝน,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,6.64,31.0,329.0,4.4,1.89,17.8,0.895,2.161,2.413,34649,15993,55.2,C (พอใช้)
161,2025-10-06,2568,10,ฤดูฝน,NHK09,หนองหาร (Lake),เหล่าปอแดง,7.27,30.2,203.0,6.23,0.3,11.6,0.127,0.928,0.349,8149,2961,82.1,A (ดีมาก)
162,2024-07-15,2567,7,ฤดูฝน,NHK05,หนองหาร (Lake),ท่าแร่,7.24,29.5,260.0,8.26,0.58,4.0,0.08,0.747,0.344,1801,416,92.0,A (ดีมาก)
163,2025-07-16,2568,7,ฤดูฝน,NHK03,หนองหาร (Lake),ฮางโฮง,6.69,30.7,191.0,8.44,0.3,4.0,0.01,0.788,0.245,2493,1074,93.6,A (ดีมาก)
164,2025-04-17,2568,4,ฤดูแล้ง,NHK10,หนองหาร (Lake),งิ้วด่อน,6.8,25.0,183.0,6.93,2.02,4.0,0.26,0.951,0.641,20142,10498,82.9,A (ดีมาก)
165,2024-12-20,2567,12,ฤดูแล้ง,NHK10,หนองหาร (Lake),งิ้วด่อน,7.39,25.7,209.0,7.75,2.23,4.0,0.105,0.644,0.329,3029,665,90.1,A (ดีมาก)
166,2025-03-14,2568,3,ฤดูแล้ง,BNH05,ลำห้วย (Tributary),ม่วงลาย,7.23,26.9,277.0,4.01,4.17,16.0,0.611,2.169,1.08,21698,6511,61.7,B (ดี)
167,2025-10-02,2568,10,ฤดูฝน,BNH03,ลำห้วย (Tributary),ท่าแร่,7.46,28.4,429.0,3.64,5.86,14.6,1.559,3.13,2.312,30286,15620,45.3,C (พอใช้)
168,2025-08-24,2568,8,ฤดูฝน,NHK04,หนองหาร (Lake),เชียงเครือ,7.69,30.3,205.0,7.83,1.57,7.9,0.203,1.062,0.461,2185,850,87.8,A (ดีมาก)
169,2024-09-06,2567,9,ฤดูฝน,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,7.72,28.6,290.0,6.52,3.33,4.0,0.616,2.512,1.369,6340,2725,70.2,B (ดี)
170,2025-08-08,2568,8,ฤดูฝน,BNH03,ลำห้วย (Tributary),ท่าแร่,7.36,29.6,339.0,4.91,6.24,38.9,1.469,3.158,2.577,69840,28342,50.0,C (พอใช้)
171,2025-11-19,2568,11,ฤดูแล้ง,NHK05,หนองหาร (Lake),ท่าแร่,7.67,26.6,201.0,6.35,0.3,4.0,0.176,1.013,0.386,5688,1564,81.9,A (ดีมาก)
172,2025-03-14,2568,3,ฤดูแล้ง,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,7.01,25.6,359.0,2.24,7.35,27.9,1.525,3.243,2.324,47642,23830,38.8,D (เสื่อมโทรม)
173,2024-07-31,2567,7,ฤดูฝน,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,6.92,30.9,388.0,4.41,7.1,26.2,1.34,3.5,2.645,76785,39274,47.1,C (พอใช้)
174,2025-09-01,2568,9,ฤดูฝน,NHK04,หนองหาร (Lake),เชียงเครือ,6.59,30.9,236.0,8.48,0.3,4.0,0.01,0.631,0.165,3173,1345,94.7,A (ดีมาก)
175,2025-07-26,2568,7,ฤดูฝน,NHK01,หนองหาร (Lake),เมืองสกลนคร,7.3,30.3,221.0,7.0,0.31,7.0,0.01,0.631,0.156,2229,1167,88.2,A (ดีมาก)
176,2025-02-07,2568,2,ฤดูแล้ง,BNH03,ลำห้วย (Tributary),ท่าแร่,7.48,25.5,368.0,3.36,6.85,29.5,1.626,3.161,2.451,41361,24509,42.8,C (พอใช้)
177,2024-08-22,2567,8,ฤดูฝน,NHK02,หนองหาร (Lake),ธาตุนาเวง,8.15,31.2,298.0,5.77,4.22,19.7,0.917,2.053,1.457,22417,10477,66.3,B (ดี)
178,2024-12-10,2567,12,ฤดูแล้ง,NHK03,หนองหาร (Lake),ฮางโฮง,7.55,25.8,256.0,6.49,0.3,18.1,0.161,0.92,0.358,6353,3469,83.1,A (ดีมาก)
179,2025-03-19,2568,3,ฤดูแล้ง,NHK10,หนองหาร (Lake),งิ้วด่อน,7.22,26.3,237.0,6.92,0.81,4.0,0.284,0.623,0.871,3305,1503,82.7,A (ดีมาก)
180,2025-09-14,2568,9,ฤดูฝน,NHK03,หนองหาร (Lake),ฮางโฮง,7.86,31.1,233.0,8.95,0.3,4.0,0.262,0.956,0.217,6370,2553,94.0,A (ดีมาก)
181,2024-09-07,2567,9,ฤดูฝน,BNH03,ลำห้วย (Tributary),ท่าแร่,7.01,28.9,383.0,3.07,6.82,21.6,1.905,4.869,2.184,33826,9479,35.6,D (เสื่อมโทรม)
182,2024-01-14,2567,1,ฤดูแล้ง,NHK10,หนองหาร (Lake),งิ้วด่อน,7.51,25.5,239.0,7.98,0.54,9.7,0.441,0.745,0.202,3181,1581,89.4,A (ดีมาก)
183,2025-05-29,2568,5,ฤดูแล้ง,NHK01,หนองหาร (Lake),เมืองสกลนคร,7.51,28.7,225.0,6.6,1.01,4.0,0.239,0.622,0.275,3257,1212,84.5,A (ดีมาก)
184,2025-10-01,2568,10,ฤดูฝน,BNH03,ลำห้วย (Tributary),ท่าแร่,7.51,28.5,360.0,3.81,5.17,22.0,1.333,4.584,2.258,102558,27708,42.8,C (พอใช้)
185,2025-12-28,2568,12,ฤดูแล้ง,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,7.24,25.3,277.0,5.35,4.13,19.4,0.618,2.086,1.364,7493,2783,66.5,B (ดี)
186,2025-01-06,2568,1,ฤดูแล้ง,NHK10,หนองหาร (Lake),งิ้วด่อน,7.24,25.7,172.0,6.98,0.9,4.0,0.18,0.944,0.204,3669,862,85.8,A (ดีมาก)
187,2025-12-27,2568,12,ฤดูแล้ง,BNH03,ลำห้วย (Tributary),ท่าแร่,7.07,25.3,453.0,2.88,6.46,32.7,1.744,3.821,2.283,85217,34707,38.7,D (เสื่อมโทรม)
188,2024-03-30,2567,3,ฤดูแล้ง,BNH03,ลำห้วย (Tributary),ท่าแร่,7.4,25.3,387.0,3.75,7.3,38.3,1.538,3.263,2.185,22535,11400,46.1,C (พอใช้)
189,2025-04-10,2568,4,ฤดูแล้ง,NHK04,หนองหาร (Lake),เชียงเครือ,6.94,26.6,259.0,7.18,3.09,16.5,0.567,0.674,0.184,4499,1251,85.5,A (ดีมาก)
190,2024-03-19,2567,3,ฤดูแล้ง,BNH02,ลำห้วย (Tributary),เชียงเครือ,7.51,27.8,276.0,5.45,3.85,13.5,1.102,2.308,1.681,36552,9375,61.8,B (ดี)
191,2024-10-17,2567,10,ฤดูฝน,NHK02,หนองหาร (Lake),ธาตุนาเวง,6.78,27.5,363.0,6.56,3.69,7.9,1.12,1.89,2.299,24249,10790,65.0,B (ดี)
192,2025-10-11,2568,10,ฤดูฝน,NHK08,หนองหาร (Lake),นาตงวัฒนา,7.48,28.4,256.0,6.95,0.3,4.0,0.01,1.711,0.827,685,378,81.0,A (ดีมาก)
193,2025-08-19,2568,8,ฤดูฝน,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,6.97,30.8,296.0,3.99,7.7,29.9,1.315,3.647,2.557,28721,17109,45.3,C (พอใช้)
194,2024-07-29,2567,7,ฤดูฝน,NHK01,หนองหาร (Lake),เมืองสกลนคร,7.47,31.0,261.0,6.76,0.3,4.0,0.01,0.771,0.328,1014,299,85.8,A (ดีมาก)
195,2024-10-18,2567,10,ฤดูฝน,NHK05,หนองหาร (Lake),ท่าแร่,7.56,28.1,256.0,8.09,1.24,6.1,0.02,1.226,0.519,837,259,89.2,A (ดีมาก)
196,2025-09-30,2568,9,ฤดูฝน,NHK06,หนองหาร (Lake),บ้านแป้น,7.38,31.3,259.0,7.93,2.06,4.0,0.021,0.917,0.307,1177,571,90.5,A (ดีมาก)
197,2024-11-30,2567,11,ฤดูแล้ง,BNH05,ลำห้วย (Tributary),ม่วงลาย,7.21,23.7,300.0,6.47,2.48,4.0,0.911,2.331,1.057,27129,10040,70.5,B (ดี)
198,2025-02-27,2568,2,ฤดูแล้ง,NHK10,หนองหาร (Lake),งิ้วด่อน,7.24,23.6,196.0,5.45,0.3,8.3,0.133,3.493,0.596,8012,4059,68.8,B (ดี)
199,2024-10-22,2567,10,ฤดูฝน,BNH02,ลำห้วย (Tributary),เชียงเครือ,7.15,26.1,304.0,5.38,3.42,16.1,0.458,1.937,2.171,9487,2209,64.0,B (ดี)
200,2024-06-21,2567,6,ฤดูฝน,NHK05,หนองหาร (Lake),ท่าแร่,7.32,29.0,218.0,8.54,0.89,8.0,0.01,1.561,0.341,5789,2337,91.0,A (ดีมาก)
201,2025-06-24,2568,6,ฤดูฝน,NHK04,หนองหาร (Lake),เชียงเครือ,7.01,29.6,281.0,7.77,0.67,7.2,0.044,0.685,1.217,3426,1314,85.9,A (ดีมาก)
202,2024-05-13,2567,5,ฤดูแล้ง,NHK09,หนองหาร (Lake),เหล่าปอแดง,7.21,30.0,227.0,6.94,1.59,4.0,0.237,1.363,0.582,5153,2473,82.1,A (ดีมาก)
203,2024-04-30,2567,4,ฤดูแล้ง,NHK05,หนองหาร (Lake),ท่าแร่,6.79,26.9,193.0,5.7,2.03,5.8,0.227,0.654,0.239,2122,862,80.6,A (ดีมาก)
204,2024-12-03,2567,12,ฤดูแล้ง,BNH07,ลำห้วย (Tributary),งิ้วด่อน,7.12,27.8,314.0,5.11,3.61,4.0,0.702,2.188,1.136,3586,1965,65.7,B (ดี)
205,2025-07-14,2568,7,ฤดูฝน,NHK05,หนองหาร (Lake),ท่าแร่,7.5,29.1,210.0,7.59,0.3,4.0,0.01,0.854,0.189,2705,1325,89.9,A (ดีมาก)
206,2025-08-10,2568,8,ฤดูฝน,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,6.77,29.7,302.0,5.85,2.59,19.7,0.703,2.152,1.194,12325,2951,68.8,B (ดี)
207,2025-01-08,2568,1,ฤดูแล้ง,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,6.6,25.2,362.0,3.26,6.03,22.8,1.837,3.217,2.997,64197,15378,38.3,D (เสื่อมโทรม)
208,2025-08-12,2568,8,ฤดูฝน,NHK07,หนองหาร (Lake),บ้านแป้น,7.4,31.8,264.0,8.33,1.48,14.4,0.181,2.107,0.399,6495,1773,87.0,A (ดีมาก)
209,2024-05-26,2567,5,ฤดูแล้ง,BNH05,ลำห้วย (Tributary),ม่วงลาย,7.41,28.9,230.0,6.0,5.56,11.0,0.675,3.503,1.457,8648,3926,63.9,B (ดี)
210,2025-05-27,2568,5,ฤดูแล้ง,BNH03,ลำห้วย (Tributary),ท่าแร่,6.89,29.7,457.0,2.54,7.2,30.4,1.536,3.469,2.184,69055,15893,40.0,C (พอใช้)
211,2025-05-17,2568,5,ฤดูแล้ง,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,6.74,29.3,354.0,3.92,6.18,31.4,1.557,3.807,2.506,68485,13820,43.3,C (พอใช้)
212,2025-12-08,2568,12,ฤดูแล้ง,NHK06,หนองหาร (Lake),บ้านแป้น,7.86,25.6,279.0,7.51,1.61,11.6,0.111,2.095,0.195,6624,2202,84.8,A (ดีมาก)
213,2024-12-27,2567,12,ฤดูแล้ง,NHK06,หนองหาร (Lake),บ้านแป้น,7.42,27.1,234.0,7.38,0.31,4.0,0.148,0.639,0.634,4372,1157,86.6,A (ดีมาก)
214,2025-04-30,2568,4,ฤดูแล้ง,BNH04,ลำห้วย (Tributary),นาแก้ว,6.77,27.1,421.0,4.31,4.57,17.6,1.624,3.571,2.178,39559,20052,47.1,C (พอใช้)
215,2024-06-17,2567,6,ฤดูฝน,NHK06,หนองหาร (Lake),บ้านแป้น,6.47,30.5,184.0,8.62,0.3,4.0,0.01,1.208,0.913,4596,2091,89.7,A (ดีมาก)
216,2024-06-24,2567,6,ฤดูฝน,BNH03,ลำห้วย (Tributary),ท่าแร่,6.89,33.8,361.0,3.87,6.49,37.5,1.558,3.401,2.21,70458,16076,45.9,C (พอใช้)
217,2024-01-23,2567,1,ฤดูแล้ง,BNH07,ลำห้วย (Tributary),งิ้วด่อน,7.4,23.4,286.0,4.59,3.48,14.9,0.605,2.382,1.413,12207,2493,62.0,B (ดี)
218,2024-09-01,2567,9,ฤดูฝน,NHK01,หนองหาร (Lake),เมืองสกลนคร,7.51,29.5,235.0,8.54,0.3,4.8,0.01,0.682,0.275,6685,1499,94.3,A (ดีมาก)
219,2025-05-13,2568,5,ฤดูแล้ง,NHK03,หนองหาร (Lake),ฮางโฮง,7.58,30.8,164.0,7.09,1.65,13.5,0.134,1.761,0.165,1394,532,84.0,A (ดีมาก)
220,2024-01-24,2567,1,ฤดูแล้ง,NHK02,หนองหาร (Lake),ธาตุนาเวง,7.1,25.5,256.0,5.41,2.98,7.0,1.158,2.21,1.797,7243,2847,61.1,B (ดี)
221,2025-08-25,2568,8,ฤดูฝน,NHK03,หนองหาร (Lake),ฮางโฮง,6.81,29.6,284.0,7.46,2.98,5.5,0.342,0.722,0.3,8591,4797,87.3,A (ดีมาก)
222,2025-12-05,2568,12,ฤดูแล้ง,BNH07,ลำห้วย (Tributary),งิ้วด่อน,7.65,27.7,307.0,5.27,3.44,15.3,0.69,2.556,1.399,12904,3677,64.0,B (ดี)
223,2025-11-02,2568,11,ฤดูแล้ง,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,6.81,28.0,396.0,2.51,7.8,24.2,1.522,3.331,2.407,52906,14302,39.3,D (เสื่อมโทรม)
224,2025-01-29,2568,1,ฤดูแล้ง,NHK06,หนองหาร (Lake),บ้านแป้น,7.56,27.0,233.0,5.91,1.01,5.5,0.212,0.898,0.184,2699,1442,81.1,A (ดีมาก)
225,2024-09-28,2567,9,ฤดูฝน,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,7.17,29.6,341.0,3.07,6.63,33.7,1.336,3.343,2.159,162387,37803,44.1,C (พอใช้)
226,2024-01-07,2567,1,ฤดูแล้ง,NHK03,หนองหาร (Lake),ฮางโฮง,7.49,25.4,220.0,7.8,1.48,6.3,0.122,1.726,0.493,1453,777,85.8,A (ดีมาก)
227,2025-06-29,2568,6,ฤดูฝน,BNH02,ลำห้วย (Tributary),เชียงเครือ,7.13,29.7,264.0,6.18,3.75,17.9,0.542,1.954,1.201,27411,9507,71.8,B (ดี)
228,2024-08-06,2567,8,ฤดูฝน,NHK04,หนองหาร (Lake),เชียงเครือ,6.78,31.5,286.0,7.75,1.54,7.1,0.01,0.817,0.428,1660,750,89.5,A (ดีมาก)
229,2024-08-07,2567,8,ฤดูฝน,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,7.13,29.8,406.0,6.06,5.61,18.6,1.305,3.129,2.949,20431,11969,54.3,C (พอใช้)
230,2025-08-24,2568,8,ฤดูฝน,NHK06,หนองหาร (Lake),บ้านแป้น,7.08,29.2,198.0,7.45,0.9,4.0,0.18,1.49,0.195,1570,452,86.1,A (ดีมาก)
231,2024-12-01,2567,12,ฤดูแล้ง,NHK06,หนองหาร (Lake),บ้านแป้น,6.77,26.6,231.0,6.25,1.94,21.4,0.324,0.613,0.645,3111,1850,80.6,A (ดีมาก)
232,2024-12-29,2567,12,ฤดูแล้ง,BNH05,ลำห้วย (Tributary),ม่วงลาย,7.5,26.0,355.0,5.6,3.65,15.1,0.898,2.369,1.096,5499,1417,66.4,B (ดี)
233,2024-05-12,2567,5,ฤดูแล้ง,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,7.12,26.2,318.0,3.99,7.23,24.4,1.538,4.23,2.167,26651,9030,44.0,C (พอใช้)
234,2024-01-05,2567,1,ฤดูแล้ง,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,7.31,27.3,327.0,4.16,3.8,23.1,0.705,2.164,1.323,17213,3736,60.6,B (ดี)
235,2024-06-03,2567,6,ฤดูฝน,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,6.84,28.7,386.0,5.04,6.83,26.3,1.413,3.38,2.182,29224,13008,52.2,C (พอใช้)
236,2025-04-14,2568,4,ฤดูแล้ง,NHK01,หนองหาร (Lake),เมืองสกลนคร,7.08,29.0,286.0,5.97,1.31,6.9,0.587,0.624,0.177,7742,1633,80.2,A (ดีมาก)
237,2025-07-29,2568,7,ฤดูฝน,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,7.33,30.2,318.0,4.42,7.08,31.3,1.491,4.256,2.239,30521,6115,45.7,C (พอใช้)
238,2025-10-03,2568,10,ฤดูฝน,NHK07,หนองหาร (Lake),บ้านแป้น,7.4,28.8,261.0,7.74,0.3,4.0,0.451,0.815,0.196,4689,2525,88.1,A (ดีมาก)
239,2024-12-17,2567,12,ฤดูแล้ง,NHK08,หนองหาร (Lake),นาตงวัฒนา,7.35,26.1,266.0,6.47,1.08,4.0,0.34,0.648,0.213,10807,3952,83.6,A (ดีมาก)
240,2024-04-22,2567,4,ฤดูแล้ง,NHK06,หนองหาร (Lake),บ้านแป้น,7.39,28.0,328.0,5.88,2.54,18.0,0.329,1.136,0.409,1876,1054,78.4,B (ดี)
241,2024-10-31,2567,10,ฤดูฝน,BNH03,ลำห้วย (Tributary),ท่าแร่,5.96,28.8,373.0,3.05,5.36,21.4,1.443,3.541,2.217,59660,25617,42.4,C (พอใช้)
242,2025-12-22,2568,12,ฤดูแล้ง,NHK06,หนองหาร (Lake),บ้านแป้น,6.85,25.6,251.0,7.1,2.23,9.2,0.132,0.948,0.188,5130,1812,86.7,A (ดีมาก)
